,mean,std,cv
demsuk99.jsonl.gz,24.7,19.762402241956348,0.8000972567593664
Livewirer.jsonl.gz,5.617021276595745,4.494214597386684,0.8001063866559626
92nredrappini.jsonl.gz,2.3333333333333335,1.8670067717376617,0.8001457593161407
JusticeToPrevail.jsonl.gz,3.4583333333333335,2.7672732822111583,0.8001754069044312
disqus_D6Oem4ug2l.jsonl.gz,2.064516129032258,1.6519782861964367,0.800176982376399
Ronaldus_Maximus.jsonl.gz,3.026315789473684,2.421601459223116,0.8001813517432905
uncensoredfreespeechdotcom.jsonl.gz,1.7333333333333334,1.3870146083619752,0.8002007355934472
ivarisacsson.jsonl.gz,1.7333333333333334,1.3870146083619752,0.8002007355934472
JimmytheGentBrambini.jsonl.gz,129.56382978723406,103.67853113076536,0.800211998217583
disqus_CKkZPCQy1a.jsonl.gz,4.013513513513513,3.2116792144495396,0.8002163699301884
handsomesmitty.jsonl.gz,5.907407407407407,4.7272070690408174,0.8002168706213296
ivy_king.jsonl.gz,282.9166666666667,226.40035273450846,0.800236887426834
disqus_bxHgaMgOGH.jsonl.gz,7.486725663716814,5.9912362250561255,0.8002478645760547
disqus_nclMk5AwfB.jsonl.gz,113.34545454545454,90.71265544887252,0.8003201876304121
cydthesquid.jsonl.gz,18.516129032258064,14.818842608158466,0.8003207680364328
joeyramonegirl.jsonl.gz,3.3,2.6411857316299274,0.8003593126151296
Pink_Napoleon.jsonl.gz,55.23376623376623,44.20910126108713,0.8003999052677425
Talwin.jsonl.gz,1.6071428571428572,1.2863754913562,0.8004114168438577
disqus_6cRH98gLSc.jsonl.gz,202.50602409638554,162.08981050820185,0.8004196972977602
disqus_4TfmQkHtUO.jsonl.gz,35.75,28.615205747993496,0.8004253356082097
disqus_vrMbWbFGLe.jsonl.gz,5.85,4.682602660568978,0.8004448992425605
disqus_EsBElu1GhQ.jsonl.gz,1.9090909090909092,1.5281450430922034,0.8004569273340113
disqus_zGBcjMaAzF.jsonl.gz,3.0789473684210527,2.4646865811094516,0.8004964964287108
2553590.jsonl.gz,2.8222222222222224,2.2592123415120597,0.800508309984588
disqus_1ISPs1kxwR.jsonl.gz,16.887323943661972,13.518822112441862,0.8005307506116532
sanddab1951.jsonl.gz,2.6363636363636362,2.1105794120443453,0.8005646045685448
harlanroberts.jsonl.gz,3.1538461538461537,2.524952398637372,0.8005946629825813
crushlimbraw.jsonl.gz,2.3658536585365852,1.8941501730456276,0.8006201762357807
Skoalbandit1.jsonl.gz,41.03703703703704,32.857590354214885,0.8006813533969331
navy_mugsy.jsonl.gz,5.626865671641791,4.505336300283497,0.8006831090689506
fuelthevote.jsonl.gz,1.9743589743589745,1.5809254366248084,0.8007284679008769
disqus_sC5rylcI3U.jsonl.gz,229.3181818181818,183.6250268079475,0.8007434271109704
disqus_82LVb20rv0.jsonl.gz,1.7619047619047619,1.4108423691100969,0.800748371657082
llschillinger.jsonl.gz,2.7777777777777777,2.224571407871176,0.8008457068336234
lojolondon.jsonl.gz,23.848101265822784,19.098992192229527,0.800860076001132
HumaEatsHillary.jsonl.gz,2.8,2.242447642325552,0.8008741579734115
disqus_M0o8FWWYZu.jsonl.gz,22.402173913043477,17.941332832139246,0.8008746339431396
patrickcoast.jsonl.gz,27.666666666666668,22.157836017303154,0.8008856391796321
strayaway.jsonl.gz,6.3097345132743365,5.053428196386127,0.8008939497778855
floridamama.jsonl.gz,5.948717948717949,4.764308417665118,0.8008966736592225
theopneustic.jsonl.gz,2.5217391304347827,2.019666156422692,0.8009020965124468
countyguard.jsonl.gz,2.230769230769231,1.7867030229749132,0.8009358378853059
makakiloboy.jsonl.gz,1.6296296296296295,1.3052600138300812,0.8009550084866408
Epapa.jsonl.gz,2.5,2.002549395553741,0.8010197582214964
disqus_z2aRs2X30E.jsonl.gz,4.793103448275862,3.8394503917025453,0.8010364126573656
disqus_ptT6SOXbln.jsonl.gz,4.682926829268292,3.7512599509381106,0.8010503020232425
jimstretch.jsonl.gz,2.533333333333333,2.0293303866501926,0.8010514684145498
marco_dinaro.jsonl.gz,2.4814814814814814,1.9878548617962408,0.8010758398283359
disqus_3kMhczzx8j.jsonl.gz,62.48571428571429,50.05612584878745,0.8010811178361046
kd6vkj.jsonl.gz,4.290322580645161,3.436990431439467,0.8011030328919059
Patriot74.jsonl.gz,3.611111111111111,2.8929709721584893,0.801130423059274
opinionated_too.jsonl.gz,3.5844155844155843,2.8715970677924036,0.8011339645652721
Frank629.jsonl.gz,2.3783783783783785,1.9054213787586805,0.8011430797053543
bitterclinger1603.jsonl.gz,3.6140350877192984,2.895528485964623,0.8011899208737063
waltbrowning.jsonl.gz,3.3220338983050848,2.661608782142094,0.8011985619713446
LEOMAN44.jsonl.gz,10.968253968253968,8.78776321859395,0.801199830349376
disqus_jF7gaHxuCO.jsonl.gz,2.9347826086956523,2.351379490266592,0.8012107892760238
theGOONIES.jsonl.gz,2.6666666666666665,2.136579451228629,0.8012172942107358
disqus_6Ygs6u449T.jsonl.gz,2.111111111111111,1.6914819275153699,0.8012282814546489
carlfbruschnigjr.jsonl.gz,3.0,2.4037008503093262,0.8012336167697754
autrypma.jsonl.gz,3.0,2.4037008503093262,0.8012336167697754
BallBounces.jsonl.gz,42.960396039603964,34.42148189490952,0.8012375366180827
JustATheist.jsonl.gz,2.303030303030303,1.8453463171727496,0.8012687956144833
stuart_carrol.jsonl.gz,7.066666666666666,5.662476168924365,0.801293797489297
disqus_OrJ6H08osz.jsonl.gz,3.9047619047619047,3.1289736640752017,0.8013225237265761
daveyculhane.jsonl.gz,123.73684210526316,99.15555031310521,0.8013421760735853
thorkim.jsonl.gz,2.823529411764706,2.2626156522966565,0.8013430435217325
disqus_9O5DuoTH6i.jsonl.gz,34.04545454545455,27.28306665732053,0.8013717843271717
disqus_XMBNWGRLak.jsonl.gz,3.526315789473684,2.8259114014655773,0.801377860117104
apedrape.jsonl.gz,10.2,8.174125429097124,0.8013848459899142
momprayn.jsonl.gz,162.28571428571428,130.05905994339292,0.8014202637356959
mourning_in_america.jsonl.gz,55.84415584415584,44.75490709204409,0.8014250804854407
Silverlock.jsonl.gz,3.049382716049383,2.4438761965773823,0.8014330847075626
disqus_uN0DpeW5k5.jsonl.gz,2.1714285714285713,1.740279123753264,0.8014443333074243
disqus_3euuZjCOvF.jsonl.gz,1.6875,1.352466881911223,0.8014618559473915
ArmchairMike.jsonl.gz,67.93023255813954,54.44367790873743,0.8014646183073294
disqus_BcezUAbLLE.jsonl.gz,4.685714285714286,3.7555561080447553,0.8014906328144294
arnoldyoung.jsonl.gz,1.8484848484848484,1.481578805725756,0.801509845720491
JCMJCNJ.jsonl.gz,123.5,98.99251985550107,0.8015588652267294
floydhowardjr.jsonl.gz,30.074626865671643,24.11042364347321,0.8016865429839728
kenchapel.jsonl.gz,7.0,5.611892134862655,0.8016988764089508
GEDouglas.jsonl.gz,2.8292682926829267,2.2682861264001755,0.8017218205379931
GeorgeRomero.jsonl.gz,5.166666666666667,4.142244812948105,0.8017248025060848
fluxblocker.jsonl.gz,2.4545454545454546,1.9679246105293953,0.8017470635490129
disqus_cOVy7MpCkM.jsonl.gz,2.4545454545454546,1.9679246105293955,0.8017470635490129
Crabb90.jsonl.gz,2.3333333333333335,1.8708286933869707,0.8017837257372731
disqus_3tWyRAiCN5.jsonl.gz,2.3333333333333335,1.8708286933869707,0.8017837257372731
bobbullock.jsonl.gz,2.0,1.6035674514745464,0.8017837257372732
136lin.jsonl.gz,2.0,1.6035674514745464,0.8017837257372732
SkepticalOne.jsonl.gz,1.5555555555555556,1.2472191289246473,0.8017837257372732
elmerzink.jsonl.gz,2.0,1.6035674514745464,0.8017837257372732
troyriser.jsonl.gz,2.0,1.6035674514745464,0.8017837257372732
smackermack.jsonl.gz,2.0,1.6035674514745464,0.8017837257372732
MHoskinson.jsonl.gz,2.0,1.6035674514745464,0.8017837257372732
jacobburkejr.jsonl.gz,25.916666666666668,20.780769848112605,0.8018303478371422
scottjbrooks.jsonl.gz,4.701492537313433,3.769956696854168,0.8018638053626325
disqus_plbkmIA3lJ.jsonl.gz,70.69736842105263,56.69215577410855,0.8018990952600502
Miip.jsonl.gz,5.487179487179487,4.4001901566074375,0.8019038135873368
smoky95.jsonl.gz,8.722222222222221,6.994424389063912,0.8019085286824869
jcjbike.jsonl.gz,2.723404255319149,2.1839546067465148,0.8019208321647359
disqus_pLxUh4HJEi.jsonl.gz,2.595744680851064,2.081591933322491,0.8019247611980088
denoferth.jsonl.gz,3.1538461538461537,2.5291819099470163,0.801935727544176
hsfred.jsonl.gz,2.193548387096774,1.7591542444919317,0.8019673761654396
montysimmons.jsonl.gz,2.6486486486486487,2.124149715065304,0.8019748924226148
ImforUs.jsonl.gz,61.2289156626506,49.10449914839527,0.8019821781418354
roallin.jsonl.gz,2.8181818181818183,2.2601382940486423,0.801984555952744
Power_Cord64.jsonl.gz,12.083333333333334,9.690646755410734,0.8019845590684745
tbtony.jsonl.gz,2.875,2.3057898140695015,0.8020138483720005
Neilpf.jsonl.gz,1.9,1.5238839267549946,0.802044171976313
georgejgoodwald.jsonl.gz,1.9,1.5238839267549946,0.802044171976313
illannoy.jsonl.gz,1.9,1.5238839267549946,0.802044171976313
RedLeg94th.jsonl.gz,3.3658536585365852,2.6995934653293228,0.8020531310036394
disqus_HxAizIR2Jp.jsonl.gz,2.9523809523809526,2.3680019461962685,0.8020651753245425
linda_abernathy.jsonl.gz,2.772727272727273,2.223935126276719,0.80207496357521
GiganticWall.jsonl.gz,17.09375,13.710601449435512,0.8020827173344358
WalterHorsting.jsonl.gz,2.129032258064516,1.7076677171680867,0.8020863520031923
rolandthefrank.jsonl.gz,8.938461538461539,7.169546976354492,0.8021007804871635
cindy_in_tx.jsonl.gz,2.380952380952381,1.9098740920854045,0.8021471186758699
disqus_TLzu1MIGW4.jsonl.gz,62.36046511627907,50.026795829411185,0.8022197354706996
disqus_oMTZLSjtlA.jsonl.gz,5.2745098039215685,4.231323231801388,0.8022211331668059
robingrace.jsonl.gz,2.161290322580645,1.7339122275660972,0.8022578963365525
theSpringZone.jsonl.gz,3.0416666666666665,2.440227478110911,0.802266568146053
djalan2000.jsonl.gz,8.014925373134329,6.430261169382443,0.8022858442246251
mobridge41.jsonl.gz,17.96551724137931,14.413492584134715,0.8022865353932951
TheRealNormanRogers.jsonl.gz,1.9130434782608696,1.534839152907054,0.8023022844741419
disqus_N0ikQH6roN.jsonl.gz,3.59375,2.88331546392623,0.8023138682229509
disqus_SwO0jj5KPG.jsonl.gz,7.71875,6.192870476349566,0.802315203413709
disqus_EyfCpgkW7l.jsonl.gz,5.098039215686274,4.0902562362804815,0.8023194925011714
Monkeywench.jsonl.gz,6.803921568627451,5.4590094626887655,0.802332802873565
bryanbresler.jsonl.gz,4.076923076923077,3.2710623917066153,0.8023360583431322
Clark9017.jsonl.gz,2.2,1.7651599003161753,0.802345409234625
ruggerd.jsonl.gz,4.217391304347826,3.3838724688403214,0.8023615132301793
mcedster516.jsonl.gz,5.48,4.397050608539098,0.8023814979085945
victoriakoseck.jsonl.gz,23.07547169811321,18.5162467209887,0.8024211579823394
disqus_SezEZ8bjTs.jsonl.gz,41.40625,33.2254056313099,0.8024248907184277
disqus_NxGuQQcwBA.jsonl.gz,2.1333333333333333,1.7120378051689407,0.802517721172941
disqus_KyxzaLLfgX.jsonl.gz,2.7916666666666665,2.2404248583916604,0.8025402477820873
disqus_qRVD4738Fm.jsonl.gz,4.986301369863014,4.001711962415209,0.8025411353195336
disqus_6gz1jG6Rct.jsonl.gz,4.714285714285714,3.7834224868874626,0.8025441638852193
gustavojlopez.jsonl.gz,5.633333333333334,4.521011836148947,0.8025464797897539
disqus_jFNqNBQbXS.jsonl.gz,6.662650602409639,5.347160423621565,0.8025575319359672
Sublimeboy.jsonl.gz,3.5789473684210527,2.8723432278849743,0.802566490144331
Constitutionalist56.jsonl.gz,237.5421686746988,190.64475335189624,0.8025722523943695
disqus_fqp1eeRle7.jsonl.gz,2.260869565217391,1.8145220082922873,0.8025770421292809
dsiminiuk.jsonl.gz,4.344827586206897,3.4874864266911034,0.8026754474130317
disqus_5aPkUPpBHR.jsonl.gz,143.05172413793105,114.83342969676804,0.8027406197917977
Mac__Taylor.jsonl.gz,3.022222222222222,2.426078849884848,0.8027466782707218
disqus_PAaeT2uS2a.jsonl.gz,16.027027027027028,12.866064920387528,0.8027730220140615
disqus_Gd9GwxwgqC.jsonl.gz,222.51612903225808,178.63398411417944,0.8027911724470227
wtmurph.jsonl.gz,18.479166666666668,14.835250692879018,0.8028095076191577
WomblingWombat.jsonl.gz,3.861111111111111,3.099795180125642,0.8028246509677921
shamuthewhale.jsonl.gz,42.022222222222226,33.73660602162858,0.8028277477383851
ed_mca.jsonl.gz,38.907407407407405,31.236932977340903,0.8028531084133312
tj_conwell.jsonl.gz,3.4705882352941178,2.7865221840769436,0.8028962225306447
yumadlh.jsonl.gz,3.1904761904761907,2.5616215102752324,0.8028962942653713
DerekCox.jsonl.gz,9.18918918918919,7.37803737015715,0.8029040667523958
caser4liberty.jsonl.gz,1.7894736842105263,1.4367767695018308,0.8029046653098466
Retrogeekrules.jsonl.gz,4.857142857142857,3.899845023688916,0.8029092695830122
WoodfordReserve.jsonl.gz,139.66233766233765,112.1363843472021,0.8029106932057432
timothycarignan.jsonl.gz,4.833333333333333,3.8807996676723806,0.802924069173596
nicky_bocker.jsonl.gz,2.3125,1.8567661794532155,0.8029259154392283
indy2281.jsonl.gz,48.33766233766234,38.81318630704695,0.8029595232785102
blouis117.jsonl.gz,7.183333333333334,5.768093615294593,0.8029828698785977
NVRick.jsonl.gz,3.12,2.5053276565484737,0.8029896335091261
sfitzgerald22.jsonl.gz,1.826086956521739,1.4663552190579532,0.8030040485317363
nationalcapitalist.jsonl.gz,46.02857142857143,36.961637373939986,0.8030150888193044
real_realist.jsonl.gz,2.3181818181818183,1.8615498825892272,0.8030215179796666
carrot_rabbit.jsonl.gz,3.5,2.8106938645110393,0.8030553898602969
dogbert62.jsonl.gz,3.5,2.8106938645110393,0.8030553898602969
DrMxyzptlk.jsonl.gz,7.081632653061225,5.687159473232162,0.8030859198512275
mhatr.jsonl.gz,76.30851063829788,61.284814831577535,0.8031190009993431
disqus_A1PadryXmD.jsonl.gz,3.4615384615384617,2.7800620387450445,0.803129033415235
disqus_59IDZIpP9Z.jsonl.gz,7.56701030927835,6.077463863348697,0.8031525813962175
ClimateWhat.jsonl.gz,110.21978021978022,88.52467354708418,0.8031650341759382
jackturner136.jsonl.gz,7.5,6.023762469230862,0.8031683292307815
Scott8397.jsonl.gz,70.1375,56.33236445250746,0.8031704074497589
SilaSez.jsonl.gz,39.23529411764706,31.51441358022265,0.8032159383265144
flemmerdave.jsonl.gz,8.077922077922079,6.488382804281887,0.8032242378291081
disqus_EYsWafGEUy.jsonl.gz,2.8823529411764706,2.3152308994238693,0.8032433732695057
woman_on_the_moon.jsonl.gz,2.6666666666666665,2.14201664188625,0.8032562407073437
theotherone99.jsonl.gz,2.311111111111111,1.8564656329877605,0.8032783988889349
disqus_ELHptmCVK6.jsonl.gz,58.357142857142854,46.87734388861676,0.8032837386054279
disqus_MfzP6Hl38T.jsonl.gz,30.596153846153847,24.577416395580507,0.8032845082150762
melvin_leppla.jsonl.gz,3.888888888888889,3.123896630608983,0.8032877050137385
blackhawkrider553.jsonl.gz,163.24444444444444,131.1409149561287,0.803340753202531
michaelgc.jsonl.gz,3.6222222222222222,2.909927278760892,0.8033541567131296
Elhad7.jsonl.gz,1.967741935483871,1.5807987636580427,0.8033567487442512
lastmanonthewall.jsonl.gz,4.113924050632911,3.3049587521075208,0.8033592043584435
disqus_jFrGDAiBHO.jsonl.gz,2.5833333333333335,2.0753657164805577,0.8033673741215062
carolinelouise.jsonl.gz,4.105263157894737,3.2980589719494313,0.8033733393210153
disqus_AWOTKdvH6W.jsonl.gz,10.222222222222221,8.212456663169945,0.8033924996579295
dalexander123.jsonl.gz,4.974683544303797,3.996712378251571,0.803410376289756
crispers.jsonl.gz,70.29787234042553,56.47833913212492,0.8034146305114623
lovemypolitics.jsonl.gz,35.354166666666664,28.40458790468694,0.8034297109163072
texasoysterman.jsonl.gz,2.3333333333333335,1.874873733122184,0.8035173141952217
jyotiprakashmitra.jsonl.gz,3.5833333333333335,2.879371483821421,0.8035455303687686
disqus_cnBRYXn9N0.jsonl.gz,2.4358974358974357,1.957372995071547,0.8035531242925299
TheGr8Goat.jsonl.gz,3.4166666666666665,2.7455197664338145,0.8035667609074579
disqus_363Wma1DHJ.jsonl.gz,2.176470588235294,1.7489492643904125,0.8035712836388382
rwcowan210.jsonl.gz,1.9583333333333333,1.5736738147920997,0.8035781181917105
davidmlaurie.jsonl.gz,2.566666666666667,2.062528300049662,0.8035824545648033
Ironman_1960.jsonl.gz,17.06024096385542,13.70984104228211,0.8036135639190785
CatOnGlass.jsonl.gz,42.945945945945944,34.512611112537655,0.8036290819156031
markypolo.jsonl.gz,4.0,3.2145502536643185,0.8036375634160796
johnrossbowie.jsonl.gz,2.0,1.6072751268321592,0.8036375634160796
BorneInTheUSA.jsonl.gz,1426.0379746835442,1146.055894764322,0.8036643589513429
bradrebers.jsonl.gz,1.9411764705882353,1.5600716423971575,0.8036732703258084
rogerkennedy.jsonl.gz,1.9411764705882353,1.5600716423971575,0.8036732703258084
disqus_CHY3Y1WKU9.jsonl.gz,1.9411764705882353,1.5600716423971575,0.8036732703258084
disqus_6s3UyxS9Og.jsonl.gz,2.125,1.707825127659933,0.8036824130164391
KiddGlock.jsonl.gz,13.87037037037037,11.147461503564172,0.8036888133410751
disqus_Xk8C2ei4QW.jsonl.gz,5.056603773584905,4.0639839033771485,0.8036983092499586
TexanLovesNY.jsonl.gz,4.5,3.616691826810095,0.8037092948466877
bjgollatz.jsonl.gz,21.967741935483872,17.65641379517913,0.8037427718804009
shinny_head.jsonl.gz,4.375,3.5164014795070493,0.8037489096016113
sirandrew.jsonl.gz,2.6382978723404253,2.1205570629363613,0.8037595319194273
bacibear.jsonl.gz,108.6986301369863,87.37017113210301,0.8037835529481436
carmenzacharias.jsonl.gz,6.535714285714286,5.253446611387737,0.803806038900856
bobupity.jsonl.gz,55.06818181818182,44.264304254545515,0.803809074370616
coffeeman308.jsonl.gz,103.75,83.39724216063742,0.8038288401025293
William_Sommers.jsonl.gz,1.8571428571428572,1.4928400545843579,0.8038369524685004
disqus_alusMJIPUd.jsonl.gz,23.495495495495497,18.886683078476157,0.80384272304864
mcmash54.jsonl.gz,2.945945945945946,2.3681444440971307,0.8038655452439801
lorrinet.jsonl.gz,124.27058823529411,99.89940037897341,0.8038861149496109
ironmanjakarta.jsonl.gz,2.754385964912281,2.2142452902769794,0.8038979716292217
Jinky_j.jsonl.gz,2.8,2.250925735484551,0.8039020483873397
disqus_MAgCgGkxwz.jsonl.gz,3.8636363636363638,3.105991974745934,0.8039038052283594
Inquisitive3.jsonl.gz,5.872340425531915,4.720984704195015,0.8039358010766873
SudsyMagee.jsonl.gz,2.3488372093023258,1.8883568182068284,0.8039538928999368
IluvAmerica7777.jsonl.gz,21.21311475409836,17.05492573432317,0.8039802703197167
disqus_xWra4Vpzcd.jsonl.gz,3.0625,2.462214450449026,0.8039883919833555
disqus_oBH91ZLzir.jsonl.gz,30.6,24.602845363900492,0.804014554375833
peerdark.jsonl.gz,4.636363636363637,3.727801429328485,0.804035602404183
bigpencil.jsonl.gz,4.854166666666667,3.903024377425811,0.804056524104888
BishopofDunkeld.jsonl.gz,3.8271604938271606,3.077296392358031,0.8040677670354854
eyesareopen.jsonl.gz,6.0476190476190474,4.862881763689001,0.8040985593501497
Jamesbrenner.jsonl.gz,2.6153846153846154,2.103111248383433,0.8041307714407244
joethefumer.jsonl.gz,6.602564102564102,5.309486104195273,0.8041551769460802
An_A_C.jsonl.gz,9.327272727272728,7.500592136758382,0.8041570516992417
afshinnejat.jsonl.gz,3.0256410256410255,2.433182662223757,0.8041874900570045
nedweatherby.jsonl.gz,1.5833333333333333,1.2733532783279633,0.8042231231545032
ComradeAdam.jsonl.gz,80.904,65.06813104292573,0.8042634609280843
disqus_chtXZfc7zd.jsonl.gz,88.36363636363636,71.06925997165484,0.8042817486504149
Kathy_Indiana.jsonl.gz,2.2222222222222223,1.7873008824606014,0.8042853971072705
julietaube.jsonl.gz,2.2222222222222223,1.7873008824606014,0.8042853971072705
disqus_kOJKRo6ai3.jsonl.gz,72.51724137931035,58.32459704695486,0.8042859316983789
turnjil.jsonl.gz,222.74666666666667,179.15387417142458,0.804294299225239
telesphorus62.jsonl.gz,5.48,4.407569246950826,0.8043009574727783
dalepues.jsonl.gz,4.5,3.6193922141707713,0.804309380926838
Nevadavoter1.jsonl.gz,5.810344827586207,4.673392008109742,0.8043226601494511
rada10.jsonl.gz,3.28,2.638181191654584,0.8043235340410317
raynaiken.jsonl.gz,2.466666666666667,1.9840271259142694,0.8043353213165957
felixrodkin.jsonl.gz,101.73831775700934,81.83235698654627,0.8043415577402583
disqus_a0fFc7BDjr.jsonl.gz,3.2222222222222223,2.5919005995502062,0.804382944687995
Dickins.jsonl.gz,3.0,2.413198999619531,0.8043996665398437
disqus_1CkBEXZ7JD.jsonl.gz,1.588235294117647,1.2776356840572634,0.8044372825545733
disqus_MCeWDYUYgd.jsonl.gz,1.7692307692307692,1.4232501627054275,0.8044457441378503
disqus_queenbee_1.jsonl.gz,1.7692307692307692,1.4232501627054275,0.8044457441378503
disqus_VxyToHp0oz.jsonl.gz,10.676767676767676,8.589063148679593,0.8044628682301606
b13martin.jsonl.gz,3.420289855072464,2.751501179043527,0.8044643277712006
Frosty33.jsonl.gz,2.3333333333333335,1.877181270897812,0.8045062589562051
bobsmith222.jsonl.gz,2.4727272727272727,1.9893656671350686,0.8045228800913881
johnnyant1.jsonl.gz,2.4727272727272727,1.9893656671350688,0.8045228800913882
Roguewave1.jsonl.gz,4.386666666666667,3.529387563951652,0.8045716331196775
jenfortune.jsonl.gz,7.67741935483871,6.1770972904765475,0.8045798991797184
Clockp.jsonl.gz,2.948717948717949,2.372526057188369,0.8045957933073599
saitj.jsonl.gz,7.588235294117647,6.105723331228205,0.8046302064409263
disqus_GjEwtjnBYZ.jsonl.gz,6.633802816901408,5.337841823433133,0.8046428226406634
viviangreer.jsonl.gz,6.303030303030303,5.071700358079578,0.8046447683491639
bmightycreative.jsonl.gz,7.127272727272727,5.735059641443069,0.8046639803045122
MisterCadet.jsonl.gz,2.0833333333333335,1.6764862244009224,0.8047133877124427
dave1qaz.jsonl.gz,2.0833333333333335,1.6764862244009227,0.8047133877124428
samtreadwell.jsonl.gz,2.0833333333333335,1.6764862244009227,0.8047133877124428
crustyone.jsonl.gz,3.9411764705882355,3.1715648392255464,0.8047254069676759
nobaloneyhere.jsonl.gz,11.168539325842696,8.98766320506284,0.8047304076967735
MichaelKennedy.jsonl.gz,2.2280701754385963,1.7930176465115324,0.8047402035524202
disqus_dRSPG6B4Vu.jsonl.gz,5.75,4.627422984584494,0.8047692147103468
jwald1.jsonl.gz,6.1,4.909175083453431,0.8047828005661363
disqus_O8HEJt9YxY.jsonl.gz,2.076923076923077,1.6714802283742858,0.804786776624656
00devon.jsonl.gz,8.014492753623188,6.450017678095218,0.8047942491655878
disqus_BV51s6vDLU.jsonl.gz,11.795180722891565,9.492948648987142,0.8048158711602991
disqus_PQgyRllVrn.jsonl.gz,2.727272727272727,2.195035721390843,0.8048464311766425
disqus_i2hlWlIJti.jsonl.gz,56.89010989010989,45.79142339624808,0.8049100886727014
NigelDixon.jsonl.gz,15.64864864864865,12.596403522850386,0.8049515204584875
MadFarmAnimal.jsonl.gz,9.127659574468085,7.347336167017019,0.804952913402797
davinci38.jsonl.gz,5.266666666666667,4.239425346993065,0.8049541798088099
aarett.jsonl.gz,5.676470588235294,4.569337051331876,0.8049609313227138
mushdogs.jsonl.gz,3.0338983050847457,2.442201534334835,0.8049714554511467
LeftIsntRight.jsonl.gz,2.1363636363636362,1.7198013553613534,0.8050134003819102
RiverFred1.jsonl.gz,2.4318181818181817,1.957665045734239,0.8050211403019302
burns1923.jsonl.gz,60.32203389830509,48.56259404747156,0.8050556473168929
Nortonchopper.jsonl.gz,223.74015748031496,180.1272571583867,0.8050734351263457
gnbtae37.jsonl.gz,2.0,1.6101529717988265,0.8050764858994133
BCSWowbagger.jsonl.gz,3.4285714285714284,2.760262237369417,0.8050764858994134
Acknud.jsonl.gz,3.5084745762711864,2.8246017806356485,0.8050797345773104
flapearedpurplelippedchimp.jsonl.gz,4.388888888888889,3.5336847771943614,0.8051433669556772
disqus_wJd72ISnyx.jsonl.gz,2.3333333333333335,1.8786728732554485,0.8051455171094779
bobscratchit.jsonl.gz,64.00952380952381,51.53779330931952,0.805158205249003
disqus_Rh0ryvVsjK.jsonl.gz,2.621212121212121,2.1105241894639244,0.8051710780613816
ArdvarkMaster.jsonl.gz,25.380165289256198,20.435775900100257,0.8051868720000427
disqus_FsREuI0KLo.jsonl.gz,2.8947368421052633,2.330825720214125,0.8051943397103342
disqus_b7MJdjHJlr.jsonl.gz,846.7205882352941,681.7919288145495,0.8052147760284378
Chaz_Martel.jsonl.gz,2.06,1.658743069745454,0.8052150824007058
disqus_GskO7w0yJl.jsonl.gz,2.5,2.013114894621608,0.8052459578486433
WhoWonLepanto1571.jsonl.gz,3.152173913043478,2.5383055704706092,0.8052555602872278
cede.jsonl.gz,8.0,6.442049363362563,0.8052561704203204
ginalawter.jsonl.gz,48.58620689655172,39.12688961089432,0.8053085867394856
stephenrh.jsonl.gz,122.10989010989012,98.33643504141514,0.8053109781109411
NWMAGAWarrior.jsonl.gz,3.658536585365854,2.9462667572502745,0.8053129136484083
IAmAProudAmerican.jsonl.gz,3.90625,3.1457643480294792,0.8053156730955466
TimeforaCulling.jsonl.gz,2.1914893617021276,1.7648537058762794,0.805321593943545
disqus_pdSdCjrPFJ.jsonl.gz,94.42857142857143,76.04715098497992,0.8053404794173366
uchuck.jsonl.gz,6.417582417582418,5.168421065719812,0.8053532825008611
disqus_YD5DndkZ0s.jsonl.gz,75.78481012658227,61.0335491781692,0.8053533297269697
judy_katz.jsonl.gz,2.0,1.6107745325136584,0.8053872662568292
4mimi56.jsonl.gz,97.11702127659575,78.21845014905354,0.8054041312313541
vasiliki_kefala.jsonl.gz,31.238095238095237,25.159301981384065,0.8054044841601606
lightningkist.jsonl.gz,2.272727272727273,1.8304779022564983,0.8054102769928592
just1guywhocares.jsonl.gz,30.271604938271604,24.38135165740356,0.8054198549142285
deplorable07.jsonl.gz,4.21978021978022,3.3986997441904094,0.8054210331284564
singincracka.jsonl.gz,2.627450980392157,2.116230463004684,0.8054309971137231
clarinet.jsonl.gz,402.5982142857143,324.26641976586706,0.8054343220105367
miriam123.jsonl.gz,4.605263157894737,3.7092978404836656,0.8054475310764531
lefthandedshooter.jsonl.gz,19.884615384615383,16.01656163015572,0.8054750529672123
dowds6.jsonl.gz,2.909090909090909,2.3432688900143517,0.8054986809424334
missynorris.jsonl.gz,66.61904761904762,53.662153591806195,0.8055076664960187
hansonrust.jsonl.gz,278.3333333333333,224.20021506258314,0.8055097547158676
disqus_R8e246QHnI.jsonl.gz,33.70886075949367,27.1530098906436,0.8055155018253265
Rmic.jsonl.gz,3.547945205479452,2.8579377563512613,0.805519135960008
hangemhi2.jsonl.gz,75.53623188405797,60.846136643307325,0.8055225303891415
Texas_Freedom.jsonl.gz,21.772727272727273,17.53843800833986,0.8055232488172795
conservativemama.jsonl.gz,32.9622641509434,26.551988367227214,0.8055268365558341
ohiojohn.jsonl.gz,2.5,2.0138409955990952,0.8055363982396381
Mjolliner.jsonl.gz,2.5,2.0138409955990952,0.8055363982396381
1bogrits1.jsonl.gz,2.5,2.0138409955990952,0.8055363982396381
