,mean,std,cv
TrajanOptimus.jsonl.gz,88.46969696969697,135.88685561575676,1.5359706235040154
disqus_OEaAJ9lrqy.jsonl.gz,6.625,10.176522968003848,1.5360789385666185
massrightwinger.jsonl.gz,23.098591549295776,35.48647828180574,1.5363048524440288
motherall.jsonl.gz,22.26923076923077,34.21526874634504,1.536436938523266
AmosMosess.jsonl.gz,69.1625,106.26387549010818,1.5364377442994135
disqus_3KfFiA3oUk.jsonl.gz,17.228070175438596,26.472369384929074,1.5365835590030115
disqus_kkfXUePyfP.jsonl.gz,20.56,31.592562415859845,1.5366032303433779
disqus_nNTcaALwWq.jsonl.gz,15.625,24.011162394607844,1.5367143932549021
nwbrian.jsonl.gz,4.069767441860465,6.254123777983876,1.5367275568760381
OfficialPro.jsonl.gz,32.77358490566038,50.368885965839745,1.5368744710359852
jackclarkgop.jsonl.gz,120.0,184.43788475617836,1.536982372968153
lesgvt.jsonl.gz,192.2093023255814,295.4379765816245,1.5370638830017973
Conquistadore.jsonl.gz,9.566037735849056,14.704145718342188,1.5371197693730494
crazymountain.jsonl.gz,13.45945945945946,20.688959206132942,1.5371315072829697
disqus_w6vwUWRked.jsonl.gz,89.26666666666667,137.21644355161078,1.5371520935579999
gypsyrose1.jsonl.gz,3.411764705882353,5.24474526942696,1.5372529237975572
liberalslayer123.jsonl.gz,3.2,4.919349550499538,1.5372967345311055
Ryan717.jsonl.gz,3.2,4.919349550499538,1.5372967345311055
disqus_u9seOhGEsG.jsonl.gz,62.26315789473684,95.71824763491401,1.5373175866976891
35_whelen.jsonl.gz,62.95161290322581,96.77783031241633,1.5373367869253938
disqus_5vjoLc422R.jsonl.gz,3.6333333333333333,5.5862104441595095,1.5374891130714246
disqus_KPhyYd5hNM.jsonl.gz,6.945945945945946,10.679538967228526,1.5375211742702548
bobblaylock.jsonl.gz,4.9,7.533855212238577,1.5375214718854238
disqus_rprCrxAJR8.jsonl.gz,13.507936507936508,20.7689851087509,1.5375394381331453
logdon.jsonl.gz,19.9125,30.618598530131436,1.537657176654435
jakeleone.jsonl.gz,4.863636363636363,7.478968179833702,1.5377317752929107
davidlaveque.jsonl.gz,10.775,16.5691828559172,1.537743188484195
GeneralQuartersTabby.jsonl.gz,7.352941176470588,11.307857757277615,1.5378686549897558
ObamaLaForge.jsonl.gz,15.18,23.34627532238433,1.5379628012110889
LexTerrae.jsonl.gz,11.375,17.495329046963892,1.538050905227595
pgwoowoo.jsonl.gz,7.666666666666667,11.792653080060767,1.5381721408774913
disqus_cThr3c6IyG.jsonl.gz,19.066666666666666,29.331900046883433,1.538386366095285
disqus_epkd4PRNlf.jsonl.gz,90.18181818181819,138.7377101579565,1.5384221892515337
disqus_VwVVN8i4Dm.jsonl.gz,5.019230769230769,7.721856894975824,1.5384542472748768
geoffreyhuff.jsonl.gz,23.59090909090909,36.294222861329075,1.5384834353549897
michaelmcnew.jsonl.gz,12.617977528089888,19.41268658399914,1.5384943063009113
disqus_vjYfJ8Krch.jsonl.gz,5.681818181818182,8.741724596311013,1.5385435289507383
memyselfandi63.jsonl.gz,29.385714285714286,45.21135321605989,1.5385487239300886
kbhret.jsonl.gz,4.136363636363637,6.364301140292546,1.5386222536970988
olguy.jsonl.gz,23.483870967741936,36.132968295581,1.5386291444546856
weedmic.jsonl.gz,3.142857142857143,4.835932524988679,1.5387058034054888
disqus_PcAypGoH0D.jsonl.gz,5.833333333333333,8.975893641675277,1.5387246242871906
Fool_4.jsonl.gz,7.6875,11.830574795841494,1.5389365588086497
GODFearingMan.jsonl.gz,3.8666666666666667,5.950590206821825,1.5389457431435754
razzorback.jsonl.gz,18.22222222222222,28.044517280476583,1.5390283873432271
WindyOne59.jsonl.gz,20.639344262295083,31.76477755149837,1.5390400561091346
obpirate.jsonl.gz,2.727272727272727,4.197401793750727,1.5390473243752665
Florian75.jsonl.gz,7.658227848101266,11.78643948754557,1.5390557347373555
cshulett.jsonl.gz,43.04838709677419,66.25445915567971,1.539069489566183
disqus_uZToD1skvi.jsonl.gz,31.141176470588235,47.9419671361653,1.539504044795637
snowluvr.jsonl.gz,80.35643564356435,123.71948788759317,1.5396338438451098
beardawg77.jsonl.gz,9.366666666666667,14.422165928060082,1.5397330172306136
Friedfish.jsonl.gz,4.275862068965517,6.584052983883202,1.5398188430049427
cybertechie.jsonl.gz,24.586206896551722,37.85924801285047,1.5398572123038763
marineaks.jsonl.gz,48.63414634146341,74.8905054387941,1.5398749864546428
ParasiteHunter.jsonl.gz,14.93939393939394,23.006710154240047,1.5400029109329036
disqus_UbaerQx0nj.jsonl.gz,4.769230769230769,7.344699815827424,1.5400177033186533
MAGA209.jsonl.gz,5.5,8.47022318779522,1.540040579599131
disqus_e8QelUtzlV.jsonl.gz,3.037037037037037,4.677947293759399,1.540299718676875
pcmyers.jsonl.gz,9.635294117647058,14.841902601389474,1.5403684018536086
Siddyppowpow.jsonl.gz,14.777777777777779,22.763884651887615,1.5404132471202145
disqus_SYiWf3Zzbw.jsonl.gz,22.041666666666668,33.95582701696127,1.5405290140020236
makanofuji.jsonl.gz,6.48,9.983820244108298,1.5407130006339964
disqus_bcUcgTckGX.jsonl.gz,9.25,14.251794145427318,1.5407345022083587
caverman68.jsonl.gz,5.0,7.704209155369383,1.5408418310738765
StevenNewsom.jsonl.gz,5.872340425531915,9.049662547820068,1.5410657237229826
pere77.jsonl.gz,4.0,6.164414002968976,1.541103500742244
Psyphurr_Lock.jsonl.gz,4.0,6.164414002968976,1.541103500742244
disqus_pNe8qD5oBP.jsonl.gz,4.0,6.164414002968976,1.541103500742244
disqus_EM9Rno8ogI.jsonl.gz,78.72340425531915,121.32290764152455,1.5411288267977443
2455Bill.jsonl.gz,130.9142857142857,201.77453512574397,1.5412720928417807
disqus_GfShjhCzln.jsonl.gz,5.379310344827586,8.29119064818389,1.5413110820341849
cdcarney.jsonl.gz,6.229166666666667,9.60327865850553,1.5416634635727942
timmysims.jsonl.gz,67.975,104.79998731761445,1.5417431013992564
sherok.jsonl.gz,2.5,3.854496446637726,1.5417985786550905
disqus_2otnxfFpQv.jsonl.gz,277.3888888888889,427.68957116236277,1.54184103363159
Galenical.jsonl.gz,4.885714285714286,7.53334324879742,1.541912360864969
disqus_ZbKhxrBVv9.jsonl.gz,8.487179487179487,13.088508006467261,1.5421504901879854
disqus_GVuqIkUsjx.jsonl.gz,12.46774193548387,19.2283241743856,1.5422459234306694
acornman.jsonl.gz,17.142857142857142,26.44097199423652,1.5423900329971303
Azsteve53.jsonl.gz,121.12727272727273,186.8298943627851,1.5424263269218224
disqus_iFh6NACVs5.jsonl.gz,7.375,11.375883011252984,1.54249261169532
charlesgarten.jsonl.gz,3.3793103448275863,5.212716546399147,1.5425385698528087
disqus_JrgMbFDf1A.jsonl.gz,10.629032258064516,16.395954989927525,1.5425632919203438
angelccorr.jsonl.gz,5.514705882352941,8.508981465712889,1.5429619724492705
francinebowman.jsonl.gz,4.294117647058823,6.62652800796052,1.5431640566483402
slwsnowman40.jsonl.gz,22.607142857142858,34.88708735374076,1.5431886981117555
jessix.jsonl.gz,5.257142857142857,8.112766311540895,1.543189244043105
disqus_lEQ2FvgGd2.jsonl.gz,99.62,153.74082219164583,1.5432726580169225
d1realking.jsonl.gz,20.676470588235293,31.910595360423546,1.5433289363504987
lilwren.jsonl.gz,19.763636363636362,30.50189564652815,1.5433341863468708
disqus_LmeDfMiKIh.jsonl.gz,18.238095238095237,28.149431187689675,1.5434413967140554
rabidfox2.jsonl.gz,20.6,31.79590526839478,1.5434905470094553
deang001.jsonl.gz,27.1,41.828732435287314,1.54349566181872
disqus_LHzgQuIlFt.jsonl.gz,21.266666666666666,32.8270236717566,1.5435904547847932
PatriotPA.jsonl.gz,17.333333333333332,26.755684754210026,1.543597197358271
Darkness690.jsonl.gz,91.8529411764706,141.78732096004472,1.5436339777910728
MichaelCrackMonkey.jsonl.gz,4.388888888888889,6.7748574014851055,1.5436383952750872
mikegager.jsonl.gz,4.173913043478261,6.443122999919749,1.5436648853974397
dave_junior.jsonl.gz,58.03703703703704,89.58986956874493,1.5436671846561028
KittenCarson.jsonl.gz,12.347826086956522,19.061166366230236,1.5436860085327304
ncpopper.jsonl.gz,8.733333333333333,13.482616674108641,1.5438110695544247
rrtrippy.jsonl.gz,5.608695652173913,8.658884719464757,1.543832159284414
52jude.jsonl.gz,12.734177215189874,19.66104365122492,1.5439586962691536
Saban_Demint.jsonl.gz,5.06,7.8126271418225794,1.5439974588582175
mikaelanthony.jsonl.gz,121.71111111111111,187.93925786398285,1.544142158824033
disqus_cSGWz9dIDk.jsonl.gz,107.8433734939759,166.52550393753947,1.5441421993984779
krischej.jsonl.gz,7.285714285714286,11.25039681839839,1.5441721123291907
ethan_wayne.jsonl.gz,6.03030303030303,9.312239420800081,1.5442407079718727
The_Magic_Flute.jsonl.gz,5.6,8.648699324175862,1.5444105936028325
combatoverride.jsonl.gz,6.230769230769231,9.624000136189661,1.5445926144501925
disqus_i5pqHhh1sx.jsonl.gz,15.907692307692308,24.576235394255285,1.5449277568922568
llph1776wp1789.jsonl.gz,35.42622950819672,54.73282349023403,1.5449802095808773
disqus_S77h9Bcvx6.jsonl.gz,8.161290322580646,12.609776033415631,1.545071371683338
kristinnollmarsh.jsonl.gz,23.0,35.53871128783372,1.5451613603405965
NorthC.jsonl.gz,6.4,9.889388252060893,1.5452169143845145
scottwebsterwood.jsonl.gz,7.0,10.816653826391969,1.5452362609131385
raiderdog.jsonl.gz,13.079365079365079,20.213618522766332,1.5454586977357754
Hail_To_Reason.jsonl.gz,4.633333333333334,7.160636329522549,1.545461078314219
sowsear1.jsonl.gz,7.0,10.818304593868408,1.545472084838344
midnightgolfer.jsonl.gz,3.4857142857142858,5.387193029722974,1.5455061970516728
jimreyna.jsonl.gz,6.666666666666667,10.303952085070494,1.545592812760574
disqus_C0MLaIs9sM.jsonl.gz,23.725,36.670387340363725,1.5456433020174383
disqus_GQ5ObBnrRo.jsonl.gz,5.407407407407407,8.358594191973722,1.5457674190636335
topcatone.jsonl.gz,8.235294117647058,12.730521453207965,1.5458490336038244
acsalonitis.jsonl.gz,9.11111111111111,14.084521197887327,1.5458620826949505
disqus_pmijlhvuot.jsonl.gz,14.483870967741936,22.390282070192768,1.545876935803955
Perrofelix.jsonl.gz,6.25,9.662150012142373,1.5459440019427797
disqus_9ZpSEWRC3O.jsonl.gz,44.96153846153846,69.5151671330686,1.5461029473565302
disqus_rDJZE3T7K6.jsonl.gz,14.25,22.033548800120073,1.5462139508856192
SophieRo4.jsonl.gz,12.518518518518519,19.35770641684592,1.5463256605172777
disqus_tM99LZEXe6.jsonl.gz,7.6875,11.888052736774867,1.546413364133316
txazpa.jsonl.gz,16.175675675675677,25.016902838269175,1.5465754469773758
disqus_luTZRAdjGr.jsonl.gz,6.071428571428571,9.390240858285978,1.5466279060706316
Mntngirl1.jsonl.gz,125.75438596491227,194.50112749413879,1.5466747024506016
dogger_1.jsonl.gz,30.61764705882353,47.35617121212037,1.546695313364162
jamesmccord.jsonl.gz,4.454545454545454,6.890045520366849,1.5467449127354151
disqus_J6qO8OFJXX.jsonl.gz,32.696969696969695,50.574502499088446,1.5467642098887107
fb14352.jsonl.gz,24.322033898305083,37.62264572905531,1.5468544237033193
erikinhell.jsonl.gz,29.157894736842106,45.10379999319855,1.5468812272035604
gregdinunzio.jsonl.gz,14.0,21.656407827707714,1.5468862734076938
disqus_dxoPR40roy.jsonl.gz,12.575,19.452621601714437,1.5469281591820627
joscott.jsonl.gz,49.734693877551024,76.9382261704707,1.546972951314347
ThePAPragmaticOne.jsonl.gz,56.61538461538461,87.58923731787556,1.5470925069733454
r0ckhamm3r.jsonl.gz,9.925373134328359,15.355695254614837,1.5471151609912692
disqus_vQm5qnXKs3.jsonl.gz,31.796296296296298,49.19479172832802,1.5471862279148008
rickymichael.jsonl.gz,4.548387096774194,7.037228193341559,1.5471920141389242
disqus_dVjiRllDbT.jsonl.gz,122.75247524752476,189.92384820978086,1.5472099265355594
disqus_LGwyTfYhmr.jsonl.gz,17.338461538461537,26.82715329374613,1.5472626123278603
StarResident.jsonl.gz,30.916666666666668,47.83915244903753,1.5473580306966315
freewheelinfranklin543.jsonl.gz,136.42342342342343,211.11080888522415,1.5474674626071372
y_sufferfools.jsonl.gz,8.932203389830509,13.822600691944833,1.5475017852461956
JoseyWales39120.jsonl.gz,2.888888888888889,4.470674233778968,1.547541080923489
cynic73.jsonl.gz,17.75,27.470554343372896,1.5476368644153744
summertyme.jsonl.gz,6.0,9.287087810503355,1.5478479684172257
dwightcurrie.jsonl.gz,4.8,7.429670248402684,1.547847968417226
cryptic_pickle.jsonl.gz,7.2,11.144505372604026,1.547847968417226
Joe_NS.jsonl.gz,29.71590909090909,45.99723851372159,1.5478994222590823
neverironic.jsonl.gz,23.818181818181817,36.87141246389203,1.5480364011557723
zachwatkins.jsonl.gz,3.4878048780487805,5.399638650963192,1.5481481446817544
dicere.jsonl.gz,12.19047619047619,18.87490145038921,1.54833175960224
Daxquartermain.jsonl.gz,4.888888888888889,7.571877794400366,1.5487931852182566
cp124patriot.jsonl.gz,9.342857142857143,14.470245046937752,1.5488029866752944
disqus_YOy1VoKu50.jsonl.gz,4.434782608695652,6.86910045513981,1.5489148085119178
disqus_Sm2gVk3zvN.jsonl.gz,7.7368421052631575,11.985766807943303,1.5491807438838283
coastalwave.jsonl.gz,5.0,7.745966692414834,1.5491933384829668
LadyFloridaCracker.jsonl.gz,5.333333333333333,8.262364471909157,1.549193338482967
muckfexico2.jsonl.gz,7.0,10.84486565666496,1.5492665223807085
disqus_3hIHU4nbxI.jsonl.gz,25.74418604651163,39.88799379169711,1.5493981328301498
disqus_BgwdTj4Cqq.jsonl.gz,27.539473684210527,42.670345921408135,1.5494248877338834
zonablue.jsonl.gz,107.34482758620689,166.32702744884855,1.5494647594014161
nscommon.jsonl.gz,15.578947368421053,24.139216109599847,1.549476709737828
Dr_Albert_Gortenbull.jsonl.gz,22.936363636363637,35.53968637673191,1.5494908844393618
theslowrider.jsonl.gz,13.521739130434783,20.95275406273121,1.5495605898482887
Reagan13.jsonl.gz,22.960526315789473,35.57918522187701,1.5495805598066779
disqus_TVzQDmfQhK.jsonl.gz,487.4406779661017,755.3353051091681,1.5495943183504612
okie_girl.jsonl.gz,4.16,6.446446049310167,1.5496264541610978
lairdey.jsonl.gz,125.6140350877193,194.68864835808674,1.5498956643032045
disqus_0gck2IP30u.jsonl.gz,55.67796610169491,86.29629006249664,1.5499181472411878
richardmongello.jsonl.gz,15.471264367816092,23.9800494018052,1.5499734754510048
TrederSmith10.jsonl.gz,13.209876543209877,20.47542188172366,1.5500085723547816
TheUnknownKnown.jsonl.gz,34.9,54.097093319493396,1.5500599805012436
petra99.jsonl.gz,9.045454545454545,14.0220142318029,1.5501724276365016
truthdetective.jsonl.gz,1.8108108108108107,2.807112373931596,1.5501963856040157
SJZ7.jsonl.gz,126.98387096774194,196.85481809628328,1.550234817981654
flagirl336.jsonl.gz,15.880952380952381,24.61924924154247,1.550237583425463
disqus_CDSXbNdsDy.jsonl.gz,21.666666666666668,33.58849009209355,1.5502380042504715
Golftilidrop.jsonl.gz,4.6938775510204085,7.277831870460727,1.5504946158807635
tomohalloran.jsonl.gz,4.782608695652174,7.415932000148738,1.5506039636674633
disqus_waJsdVqNFU.jsonl.gz,5.5,8.528498936955263,1.5506361703555023
nutelaquanigresia.jsonl.gz,22.68421052631579,35.17583234674837,1.5506747438241741
scxjpfe787.jsonl.gz,64.1195652173913,99.43288004967833,1.550741645121276
disqus_QN6RzcZREO.jsonl.gz,61.31707317073171,95.11294313193926,1.5511657392241485
MarineDad1957.jsonl.gz,8.297297297297296,12.870864740146995,1.5512117113532211
Vernshotwell.jsonl.gz,14.058823529411764,21.80943054057583,1.5512984066518372
Towgunner77.jsonl.gz,9.555555555555555,14.82671714232918,1.551633189313519
OwlWorks.jsonl.gz,4.75,7.370635738282057,1.5517127870067489
disqus_xsuC8P8uHv.jsonl.gz,4.709677419354839,7.308413181108909,1.5517863603724396
I_Scold_Beer.jsonl.gz,27.92156862745098,43.3349019323939,1.5520224708933208
PATSNYC.jsonl.gz,12.339622641509434,19.152961622262584,1.5521513241283134
ozzkar71.jsonl.gz,20.41509433962264,31.689863680474907,1.5522761322228928
disqus_0bT5QNRHDf.jsonl.gz,35.2,54.64140150673928,1.552312542805093
theodore_fenton.jsonl.gz,4.875,7.567552916422662,1.5523185469584948
cliftonwebb.jsonl.gz,25.315068493150687,39.300437060168214,1.552452329757727
llewellynh.jsonl.gz,31.19402985074627,48.42840351330591,1.5524894906179407
disqus_SMPtv2msFl.jsonl.gz,46.88461538461539,72.79028887046783,1.552541025949273
isabelmatos.jsonl.gz,12.527272727272727,19.449702030902912,1.5525886962259219
BadNarc.jsonl.gz,144.81632653061226,224.84852989192038,1.5526462746200813
dawnarnp.jsonl.gz,20.22222222222222,31.399752299093766,1.55273500380134
stuckinliberalCA.jsonl.gz,23.876923076923077,37.07530667957604,1.552767354492553
stormykitteh.jsonl.gz,53.81372549019608,83.56295194916557,1.5528185641856236
redwood05090.jsonl.gz,4.816326530612245,7.479620838729492,1.55297212329553
Diraphe.jsonl.gz,60.535353535353536,94.01240833553412,1.5530165902249087
OhSayCanYouSee.jsonl.gz,6.333333333333333,9.836157786453002,1.5530775452294214
TrailerParkTrashy.jsonl.gz,4.269230769230769,6.630581828513647,1.5531092571293228
vekzen.jsonl.gz,9.347826086956522,14.518354200654151,1.553126263325793
dingbatfromcanada.jsonl.gz,16.974358974358974,26.36433713569504,1.5531860246104328
disqus_iV8N8rnsdy.jsonl.gz,8.790697674418604,13.654858091597331,1.5533304178272098
deiterbotha.jsonl.gz,2.8205128205128207,4.382211619429498,1.5536932105250036
scp3.jsonl.gz,33.51724137931034,52.07592032631312,1.553705441834445
DirtyDave.jsonl.gz,16.723577235772357,25.98495807414142,1.553791853728437
thatwuzme.jsonl.gz,4.7272727272727275,7.3453757871565335,1.553829493436959
terrence_jordan.jsonl.gz,15.0,23.308211584605267,1.5538807723070178
AllMyPeople.jsonl.gz,101.21518987341773,157.29000415581174,1.5540157989381098
FastForwardAfter.jsonl.gz,27.6984126984127,43.04822311743968,1.5541765366181661
disqus_p0VPjWINvO.jsonl.gz,168.08823529411765,261.2489368853106,1.5542368948557412
The_Floydster.jsonl.gz,5.679245283018868,8.826911614501288,1.5542402510583664
lostjon23.jsonl.gz,34.525,53.662758656881095,1.5543159639936597
dave4848.jsonl.gz,35.17391304347826,54.67207467064214,1.5543358682630029
Carvetii.jsonl.gz,14.324324324324325,22.26488772092115,1.5543412182529859
Reality_Check.jsonl.gz,12.96774193548387,20.160165129892068,1.5546395995687914
4low2go.jsonl.gz,31.24137931034483,48.570019539110305,1.5546694995962458
dbs313.jsonl.gz,264.7368421052632,411.5890626477192,1.5547101769993368
gadsdenamn.jsonl.gz,45.027027027027025,70.00723504155583,1.5547825309349135
disqus_c3wfZAYc1n.jsonl.gz,3.3684210526315788,5.237190564330496,1.5547909487856162
UTcountryguy.jsonl.gz,18.035714285714285,28.04275841431525,1.5548460110907467
svengoolie.jsonl.gz,7.423076923076923,11.541830277466662,1.5548579648400684
bkr75.jsonl.gz,40.509433962264154,62.98706297007758,1.554873934519847
disqus_4DcAHNoyO5.jsonl.gz,31.253731343283583,48.59833619909913,1.554961091375187
OffensiveIntentions.jsonl.gz,7.222222222222222,11.230344381212667,1.5549707604756
klgmac.jsonl.gz,16.14814814814815,25.112016267607345,1.555101924828895
DjangoWineheart.jsonl.gz,22.320388349514563,34.712887811875625,1.5552098497708522
AnAmericanOutraged.jsonl.gz,9.476190476190476,14.738425904983274,1.5553112764052701
disqus_8V8Hcoa7TU.jsonl.gz,6.181818181818182,9.614653318844027,1.5553115662835928
c4adam.jsonl.gz,6.769230769230769,10.52842163582841,1.5553350143837423
zchaim.jsonl.gz,53.041666666666664,82.50282752303569,1.5554342973706652
timcooper62.jsonl.gz,6.111111111111111,9.505846154399466,1.55550209799264
rayb_baby.jsonl.gz,4.5,7.0,1.5555555555555556
bobpolicy.jsonl.gz,4.5,7.0,1.5555555555555556
CharlieWalksonWater.jsonl.gz,69.85507246376811,108.67724413606271,1.5557530799560846
ManOfTheEmpire.jsonl.gz,4.266666666666667,6.6382728677470535,1.5558452033782157
denniskmcc.jsonl.gz,18.517241379310345,28.810490016231405,1.55587376251529
thomas_duensing.jsonl.gz,58.99065420560748,91.78322444319888,1.5558943307069517
franklygross.jsonl.gz,4.935483870967742,7.679803121925643,1.5560385410437576
disqus_Th0ISswxZP.jsonl.gz,28.5,44.34974633523849,1.5561314503592454
disqus_joKQP8qxGo.jsonl.gz,61.55882352941177,95.79399263764368,1.5561374819301887
Graymatter28.jsonl.gz,14.307692307692308,22.26533043256388,1.5561790087275829
Thefuture58.jsonl.gz,25.0,38.91118091243184,1.5564472364972735
disqus_ZMJ9xFPrKm.jsonl.gz,10.466666666666667,16.292019060186227,1.5565623305910408
